Barlings,53.5209977,-0.7374718
Barrow Haven,53.6934991,-0.3923634
Burnham,53.6406384,-0.4007299
Carside,53.5258669,-0.8372959
Castlethorpe,53.556506,-0.5165309
Cleatham,53.4976539,-0.5984934
Coskills,53.5772009,-0.4199662
Croxton,53.5964791,-0.3483833
Dragonby,53.6153752,-0.6343376
Ellers,53.5400412,-0.8426831
Epworth Turbary,53.522834,-0.8521291
Ferriby Sluice,53.6765342,-0.5202695
Gainsthorpe,53.4988216,-0.5671949
Goodcop,53.5674091,-0.895556
Goxhill Haven,53.7127958,-0.3049072
Greetwell,53.5328302,-0.5769721
Heckdyke,53.4553009,-0.7985367
Holme,53.5517607,-0.6065696
Kelfield,53.5018587,-0.7548746
Kingsforth,53.6612875,-0.4420533
Low Risby,53.6221625,-0.5935554
Manton,53.5134552,-0.5938694
Nethergate,53.4867176,-0.8631084
New Barnetby,53.5780214,-0.3794184
Newbig,53.4885656,-0.878008
Newholme,53.4661095,-0.785819
Normanby,53.6398884,-0.6676919
North Ewster,53.5194184,-0.7415602
North Garth,53.6501724,-0.2735363
North Killingholme Haven,53.6644946,-0.2343714
Pelf Intax,53.490894,-0.9044588
Sandtoft,53.5643332,-0.8797844
Scawby Brook,53.5471857,-0.5153622
South Ewster,53.5123608,-0.7438959
Sturton,53.5304194,-0.5376909
Susworth,53.5102932,-0.7412945
Thealby,53.6509066,-0.6480958
Ulceby Carr,53.6329911,-0.3106665
Walcot,53.6783095,-0.670984
Wildsworth,53.4719692,-0.7839006
Woodhouse,53.5629858,-0.8173107
Woodside,53.5192336,-0.9175473
Wressle,53.573731,-0.535006
Ancholme Business Park,53.5575335,-0.4985805
Appleby Carrs,53.6060176,-0.5333239
Appleby Carrs,53.6246635,-0.5389499
Ashby Decoy,53.5622572,-0.6943307
Astley Corner,53.598463,-0.4383562
Bagmoor Wind Farm,53.6279348,-0.642926
Barrow Hann,53.6871709,-0.3689298
Barrow Mere,53.6810814,-0.4030049
Barrow Tileries,53.7003863,-0.3882467
Barrow Vale,53.6637157,-0.4049167
Barton Cliff,53.6926342,-0.4838358
Barton Reedbed,53.6952251,-0.4557809
Barton Vale,53.6671432,-0.4101799
Bass Garth,53.6518959,-0.2780519
Baysgarth Park,53.6793896,-0.4393553
Baysgarth View,53.675116,-0.4319379
Beacon Hill,53.6690309,-0.4406075
Beaumont Cote,53.643905,-0.4358444
Beck End Lock (dis.),53.4778063,-0.4782304
Beggar Hill,53.5086183,-0.6580773
Belton Brickworks,53.541328,-0.8164631
Big Swithens,53.5598419,-0.7743889
Birdhouse Clough,53.5932065,-0.5181604
Black Walk Nook,53.5071423,-0.6278233
Blowthorpe Sitwate,53.5641807,-0.5162672
Bonby Carrs,53.6154478,-0.5136872
Bonby Ings,53.6190959,-0.4937359
Bonby Ings,53.6186127,-0.4833815
Bonby Ings,53.6232844,-0.487812
Bonby Ings,53.6247148,-0.5003085
Botany Bay,53.5850904,-0.4422306
Bottesford Moor,53.5532442,-0.7066475
Bracken Hill,53.5467273,-0.5453629
Brackenholmes,53.6338488,-0.5976374
Brick Hills,53.5504748,-0.5837245
Bridge Hill,53.6787145,-0.3402033
Bridge Lane Corner,53.6580034,-0.5097644
Brocklesby Junction,53.6076567,-0.3074856
Brook Hill,53.6905351,-0.3067621
Broom Hill,53.5906828,-0.5644219
Broomston,53.4762314,-0.895509
Broughton Bridge,53.582617,-0.5131622
Broughton Carrs,53.5732768,-0.4987586
Broughton Carrs,53.5749392,-0.4904206
Broughton Carrs,53.5850462,-0.5027937
Broughton Carrs,53.5899483,-0.4953216
Broughton Common,53.5754843,-0.5279129
Broughton Common,53.5828566,-0.529657
Brumby Common,53.5731755,-0.6843784
Brumby Common West,53.5771523,-0.6979838
Brumby Common West,53.5829334,-0.6957104
Brumby Common West,53.5778718,-0.7216846
Brumby Common West,53.5823408,-0.7251893
Bull Hassocks,53.4974399,-0.9053247
Burnham Park,53.6415069,-0.406698
Burnt Strip,53.5957797,-0.5910538
Butterwick Common,53.546233,-0.7116671
Butterwick Hale,53.5454231,-0.7238564
Cadney Bridge,53.5129232,-0.49176
Cadney Carrs,53.5258217,-0.4716708
Castlethorpe Bridge,53.5662801,-0.5067174
Central Park,53.5800787,-0.6616313
Cliff Hill,53.5020911,-0.8392418
Coal Dyke End,53.5564906,-0.5045553
College Bridge,53.6584174,-0.3071066
Coney Garth,53.4942825,-0.8503389
Corner Acre,53.5541907,-0.8515308
Cote Pits,53.627711,-0.3213263
Cove Farms,53.4991798,-0.8936676
Cowsitt Hill,53.532072,-0.7848501
Crosby Grange,53.5994153,-0.683625
Crosby le Moor Cottages,53.6036932,-0.7121616
Crosby Warren,53.6065247,-0.6335436
Crosby Warren,53.6076735,-0.6421355
Dark Walk,53.5954592,-0.4427419
Davil's Causeway,53.7064705,-0.6503914
Dirtness Bridge,53.579521,-0.8737773
East Marsh,53.7016855,-0.2841692
East Marsh,53.7114667,-0.2973975
East Marsh Farm,53.7030565,-0.293433
Eastlands,53.6582228,-0.5459086
Elsham Carrs,53.5867523,-0.483507
Elsham Hill,53.6081557,-0.4499169
Elsham Station,53.5807928,-0.4615678
Elsham Wolds,53.6098595,-0.4214431
Elsham Wolds,53.6107753,-0.4078171
Emanuel Bridge,53.5637223,-0.6052108
Emanuel Strip,53.5614289,-0.6057954
Epworth Water Gardens,53.5462191,-0.8544886
Fairy's Field,53.6361762,-0.5005756
Ferriby Hill,53.6775719,-0.5018941
Festival Gardens,53.5832262,-0.6549637
Flashmire,53.6822399,-0.566575
Flight Haven,53.4670399,-0.844107
Flixborough Stather,53.6180389,-0.6983728
Flixborough Wharf,53.6195806,-0.7025534
Foxhills Industrial Estate,53.6108252,-0.6622792
Froghall Carrs,53.5311882,-0.4671721
Garthorpe Shore,53.6567049,-0.6983833
Gate End,53.6881531,-0.5885344
Gilliatte Grave,53.5195795,-0.5777527
Glanford Bridge,53.5533638,-0.4964165
Gorbet Bridge,53.5313021,-0.4891379
Goxhill Hallands,53.6669077,-0.3564313
Goxhill Tileries,53.7069766,-0.3311296
Grange Lane Industrial Estate,53.5759301,-0.6237737
Grear Moor,53.5750102,-0.4492612
Grear Moor,53.5815425,-0.4491408
Greenacre Park,53.5554406,-0.6657927
Grove Wharf,53.60626,-0.7167643
Gunness Common,53.5941355,-0.7161639
Halton Marshes,53.6695593,-0.2459985
Halton Marshes,53.6783698,-0.2577244
Halton Marshes,53.6863385,-0.266619
Haxey Carr,53.5054465,-0.8676691
Haxey Carr,53.5090093,-0.8751914
Haxey Turbary,53.5073842,-0.8720534
Hibaldstow Bridge,53.5006359,-0.4871872
Hibaldstow Cliff,53.5046413,-0.5653043
Horkstow Bridge,53.6584501,-0.5281325
Horkstow Carrs,53.6510982,-0.5199703
Howkstow Wolds,53.6560427,-0.4939193
Idle Stop,53.4604584,-0.9164438
Island Carr,53.5471617,-0.4959758
Kettleby Crossing,53.5572056,-0.4478183
Kettleby Parks,53.5661194,-0.4231338
King George V Bridge,53.5858084,-0.7305658
Kingsway Gardens,53.5893715,-0.6762438
Kirmington Vale,53.5789978,-0.3528468
Kirton Cliff,53.4763461,-0.5673766
Kirton Lime Sidings,53.4985205,-0.5702346
Knab's Hill,53.5779047,-0.3949589
Lakeside Retail Park,53.5648764,-0.6147344
Langholme,53.4688628,-0.8676587
Langholme Farm Cottage,53.4739314,-0.8808578
Lincoln Hill,53.539697,-0.5216613
Little Moor,53.5820116,-0.4309664
Little Swithens,53.5614884,-0.781678
Lodge Hill,53.6125202,-0.6400009
Low Levels,53.5319905,-0.9062067
Manor Top,53.6430967,-0.4985922
