Carlisle,54.8948478,-2.9362311
Ackenthwaite,54.2299134,-2.759825
Aglionby,54.9007857,-2.8613205
Aiketgate,54.8124837,-2.8092235
Aisgill,54.3689985,-2.3473114
Aldoth,54.8255589,-3.3339014
Allerby,54.7424638,-3.4165399
Angerton,54.9039376,-3.2052152
Annaside,54.2673743,-3.397751
Appletree Holme,54.2887191,-3.112185
Arkleby,54.7437034,-3.3350697
Arrad Foot,54.2194347,-3.0635137
Ashgillside,54.7582393,-2.3756688
Ashlack Hall,54.2599332,-3.1577637
Aughertree,54.7355421,-3.1601974
Ayside,54.2443218,-2.9339006
Baggrow,54.7689729,-3.279178
Bandrake Head,54.2760294,-3.0553007
Bank End,54.2564695,-3.1752151
Banks,54.9771394,-2.6819412
Barbary Plains,54.6736468,-2.6979859
Barber Green,54.2359173,-2.9307176
Barclose,54.9574944,-2.8721871
Barras,54.5028212,-2.2392989
Barrock Park,54.8103514,-2.8518936
Barrow Wife,54.2556281,-2.9116988
Barrows Green,54.2860831,-2.7309265
Barton,54.6291302,-2.794986
Bayles,54.7993034,-2.4556071
Beanthwaite,54.2533459,-3.155515
Beck Head,54.2549051,-2.8515877
Beck Wythop,54.6447061,-3.219479
Beckfoot,54.3919655,-3.2821119
Beckses,54.6411881,-2.9038066
Beckside,54.2868127,-2.5896881
Beckside,54.2162685,-2.9613116
Beldy,54.7723303,-2.4014067
Biglands,54.8678484,-3.1611781
Birk Row Farm,54.2801612,-3.0861626
Blackford,54.9736974,-3.0089127
Blackford,54.9519369,-2.9428963
Blackpool Gate,55.0912862,-2.7338971
Blawith,54.2852535,-3.0950428
Bleatarn,54.519492,-2.4142876
Boardale Head,54.5471725,-2.8987151
Bolton Low Houses,54.7880349,-3.1882087
Bolton New Houses,54.7862034,-3.1704938
Boltongate,54.7558929,-3.1996713
Boothwaite Nook,54.2726374,-3.2053321
Borrowdale head,54.4305411,-2.7042866
Borwick Rails,54.2077126,-3.2519996
Boustead Hill,54.9214496,-3.103488
Bow,54.8956191,-3.0369617
Bowderdale,54.4356676,-2.4965781
