Bullington End,52.0981068,-0.8193938
Caldecote,52.0751558,-0.7108085
Chicheley,52.104595,-0.6832397
Cold Brayfield,52.1618123,-0.6438387
Far Bletchley,51.9917853,-0.754009
Filgrave,52.1258582,-0.7296281
Gayhurst,52.1113828,-0.760807
Hardmead,52.11928,-0.6342652
Lathbury,52.0982657,-0.7228151
Little Crawley,52.0979462,-0.6563655
Little Linford,52.0910154,-0.7709147
Petsoe End,52.1334406,-0.6897489
Tathall End,52.1146345,-0.8019854
Tyringham,52.115183,-0.7503328
Walton,52.019497,-0.7050241
Brook End,52.0884744,-0.6618211
Crawley Grange,52.0949987,-0.6403424
Searchlight Corner,52.1391006,-0.6464388
Ashland,52.0151126,-0.727301
Atterbury,52.0508707,-0.7029024
Bancroft,52.0538733,-0.7912834
Bancroft Park,52.0555252,-0.798004
Beanhill,52.0174613,-0.7396021
Blakelands,52.0742046,-0.741548
Bleak Hall,52.0206857,-0.7536764
Blue Bridge,52.0592722,-0.7974632
Bolbeck Park,52.064483,-0.7385339
Bradville,52.0589932,-0.7804937
Bradwell,52.0486947,-0.785405
Bradwell Abbey,52.0452687,-0.7921752
Bradwell Common,52.0449451,-0.7712756
Brinklow,52.0312778,-0.6863904
Brook Furlong,52.052441,-0.6958152
Brooklands,52.0440707,-0.6744013
Broughton,52.0445141,-0.695227
Broughton Gate,52.0463777,-0.6878925
Central Milton Keynes,52.041594,-0.7599363
Coffee Hall,52.0242985,-0.7455273
Conniburrow,52.0500326,-0.7595596
Denbigh Hall,52.01114,-0.7500021
Denbigh North,52.009329,-0.7356891
Downhead Park,52.0574359,-0.7380479
Downs Barn,52.0531506,-0.7471264
Eaglestone,52.0322883,-0.7381079
Emerson Valley,52.0042189,-0.7756597
Fairfields,52.0452787,-0.8360933
Far Bletchley,51.9979444,-0.7640271
Fishermead,52.0364848,-0.7461073
Fox Milne,52.0501991,-0.7129552
Fullers Slade,52.0496236,-0.8327645
Furzton,52.011535,-0.7672528
Galley Hill,52.053375,-0.8388111
Giffard Park,52.0758004,-0.7509017
Granby,52.0097222,-0.7412226
Grange Farm,52.0229147,-0.8090393
Great Holm,52.0357118,-0.7925844
Great Linford,52.0717778,-0.7600445
Green Park,52.0791914,-0.7283066
Greenleys,52.0531082,-0.822125
Hazeley,52.0207006,-0.8139997
Heelands,52.0510333,-0.7752593
Hodge Lea,52.0502306,-0.8110065
Kents Hill,52.029339,-0.6976339
Kiln Farm,52.0467204,-0.8160104
Kingston,52.0375219,-0.6828241
Knowlhill,52.0249756,-0.7696344
Lakes Estate,51.9803595,-0.7256828
Linford Wood,52.0560272,-0.7580466
Loughton,52.0293463,-0.7821353
Magna Park,52.036822,-0.6700826
