Barnsley,Bromley,53.485525,-1.5136431
Barnsley,Broomhill,53.521044,-1.3695472
Barnsley,Carlecotes,53.5260564,-1.7333868
Barnsley,Crow Edge,53.5374634,-1.7199672
Barnsley,Dunford Bridge,53.5178308,-1.7640687
Barnsley,Ecklands,53.5192423,-1.6739391
Barnsley,Edderthorpe,53.5475092,-1.3814559
Barnsley,Finkle Street,53.4867353,-1.5452464
Barnsley,Flouch,53.5099722,-1.703925
Barnsley,Fox Holes,53.5331383,-1.7153789
Barnsley,Green Moor,53.4908001,-1.5785
Barnsley,Hoober,53.4784481,-1.3835238
Barnsley,Howbrook,53.4794981,-1.5095115
Barnsley,Langsett,53.5012304,-1.681615
Barnsley,Maythorn,53.5471029,-1.718862
Barnsley,Rainstorth,53.4469086,-1.4402932
Barnsley,Scholes,53.4560012,-1.4146264
Barnsley,Snailsden,53.5246411,-1.7845161
Barnsley,Swaithe,53.5333195,-1.4399199
Barnsley,Tankersley,53.496658,-1.4811271
Barnsley,Upper Midhope,53.4922299,-1.6760037
Barnsley,Victoria,53.545033,-1.7330038
Barnsley,Black Moor,53.5056373,-1.5942927
Barnsley,Black Moor Crossing,53.5087804,-1.5846464
Barnsley,Bridge End,53.529201,-1.6347211
Barnsley,Broad Hill,53.5339441,-1.6306007
Barnsley,Cat Hill,53.5435217,-1.627519
Barnsley,Clough Green,53.5615228,-1.590625
Barnsley,Gadding Moor,53.551935,-1.616314
Barnsley,Green Bottom Meadow,53.5393887,-1.6017017
Barnsley,Gunthwaite,53.554917,-1.6405142
Barnsley,Haigh Common,53.5437206,-1.6107082
Barnsley,Hall Royd,53.5381836,-1.5541537
Barnsley,Hannah Moor,53.4728728,-1.5359694
Barnsley,Harden Moss,53.4724274,-1.7297124
Barnsley,Hazlehead,53.5224295,-1.7101076
Barnsley,Hepshaw Brow,53.5416704,-1.7380591
Barnsley,Hollow Spring,53.5435724,-1.5589789
Barnsley,Hoyland Moor,53.5417369,-1.6407786
Barnsley,Hunger Hill,53.5401581,-1.6144673
Barnsley,Huthwaite Bank,53.4964851,-1.5763255
Barnsley,Ingbirchworth Moor,53.5473514,-1.6867295
Barnsley,Lower Snailsden Moss,53.5275315,-1.7777511
Barnsley,Lower Whitley Edge,53.5393524,-1.7187307
Barnsley,Mill Moor,53.4967262,-1.5509952
Barnsley,Pilley Hills,53.502412,-1.5036707
Barnsley,Pinfold Hill,53.516903,-1.5627902
Barnsley,Quakers' Hill,53.5168974,-1.6428438
Barnsley,Raw Green,53.5627545,-1.5870579
Barnsley,Rougbirchworth Common,53.5087296,-1.61996
Barnsley,Roughbirchworth,53.5097406,-1.6054599
Barnsley,Royd Moor,53.5374734,-1.6726785
Barnsley,Salters Brook,53.4961581,-1.7938492
Barnsley,Scout Dike,53.5400116,-1.6464946
Barnsley,Snailsden Edge,53.5257585,-1.7977711
Barnsley,Snowden Hill,53.5026928,-1.6050932
Barnsley,Snowden Hill Common,53.503035,-1.6145271
Barnsley,Swallow Hill,53.5787077,-1.5124965
Barnsley,Thurlstone Moors,53.5184657,-1.6969474
Barnsley,Tivy  Dale,53.5636359,-1.5808486
Barnsley,Top O' Th' Town,53.5315588,-1.6505605
Barnsley,Topping Moor,53.529746,-1.7379964
Barnsley,Upper Norcroft,53.5595214,-1.5709273
Barnsley,Upper Snailsden Moss,53.5306437,-1.7946597
Barnsley,Upper Whitley Edge,53.5395041,-1.7132046
Barnsley,Walk Royd Hill,53.5921642,-1.5509331
Barnsley,Well House,53.5370581,-1.6268824
Barnsley,Westhorpe,53.5402048,-1.6338576
Barnsley,Whin Moor,53.5451961,-1.5846757
Barnsley,Whitley Common,53.5444444,-1.713456
Barnsley,Windmill Hill,53.5638869,-1.569672
Barnsley,Athersley,53.5805966,-1.4727525
Barnsley,Blackburn,53.4282039,-1.4144824
Barnsley,High Green,53.4742151,-1.493166
Barnsley,Kendray,53.5408573,-1.4552306
Barnsley,Lundwood,53.5595379,-1.4322946
